page,id,title,url,path,header_image_url,annotation_count,pyongs_count,primaryartist_id,primaryartist_name,primaryartist_url,primaryartist_imageurl
1,3315890,God's Plan,https://genius.com/Drake-gods-plan-lyrics,/Drake-gods-plan-lyrics,https://images.genius.com/28b920d65d31a426cc0252b7f858db50.910x910x1.jpg,20,799,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,3807759,In My Feelings,https://genius.com/Drake-in-my-feelings-lyrics,/Drake-in-my-feelings-lyrics,https://images.genius.com/2fee80dd9aec0717aef8e1eb7aaaae4c.809x809x1.jpg,14,169,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,2263723,Hotline Bling,https://genius.com/Drake-hotline-bling-lyrics,/Drake-hotline-bling-lyrics,https://images.genius.com/5845d685ad5b7290ea6ea3b499db641f.1000x1000x1.jpg,10,591,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,2450584,One Dance,https://genius.com/Drake-one-dance-lyrics,/Drake-one-dance-lyrics,https://images.rapgenius.com/c16287e16fcdaf2b2d9bec0b5634641f.600x600x1.jpg,11,209,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,200546,"Hold On, We're Going Home",https://genius.com/Drake-hold-on-were-going-home-lyrics,/Drake-hold-on-were-going-home-lyrics,https://images.genius.com/92ae1cfe791720da44d95b13bc9f67a2.1000x1000x1.jpg,13,479,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,703654,Know Yourself,https://genius.com/Drake-know-yourself-lyrics,/Drake-know-yourself-lyrics,https://images.genius.com/32c2f93dcc198154a992dd60a1c588c7.1000x1000x1.jpg,57,1079,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,2266961,Back to Back,https://genius.com/Drake-back-to-back-lyrics,/Drake-back-to-back-lyrics,https://images.genius.com/8c6a8d757b3ac293ef31e3d96e013cd5.1000x1000x1.jpg,23,1273,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,196551,All Me,https://genius.com/Drake-all-me-lyrics,/Drake-all-me-lyrics,https://images.genius.com/7f843805fe1e72b35f00f412edd24f8d.1000x1000x1.jpg,84,498,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,2890553,Fake Love,https://genius.com/Drake-fake-love-lyrics,/Drake-fake-love-lyrics,https://images.genius.com/ba45a8086a709c65ed46461931e2ea43.1000x664x1.jpg,5,179,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
1,156640,0 to 100 / The Catch Up,https://genius.com/Drake-0-to-100-the-catch-up-lyrics,/Drake-0-to-100-the-catch-up-lyrics,https://images.rapgenius.com/714d02980ef0059d06507a45d5f0b645.600x600x1.jpg,41,2533,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/26839ce54071e9c7a91ee3079cb5b7aa.640x640x1.jpg
